id,name,sex,year,form,house,tutor,dob,age_sept,heritage,home_language,eal,pupil_premium,sen_status,sen_primary_need,avg_working_grade,reading_age,best_subject,weakest_subject,attendance_pct,lates_this_term,behaviour_points,detentions,suspensions,behaviour_tier,attendance_concern,emotionally_based_school_avoidance,description
HAR1543,Akua Appiah,F,10,10A,Lea,Mr A. Bhatti,2012-06-17,14.2,Black African (Ghanaian),Ga,Yes - new to English,No,None,,3.3,12y 8m,Maths,Religious Studies,87.4,12,214,39,1,poor,True,False,"Akua Appiah is a new-to-English arrival who is far cleverer than her written work can show yet. Reports are consistent: strong in Maths, weak in Religious Studies, average grade 3.3. 214 behaviour points and 39 detentions. Told a cover teacher to ""fuck off"" in March and got two days internal. 87.4% attendance. The school has issued a formal warning and a penalty notice is on the table. Lives with mum, stepdad and a new baby in a terraced house shared with an aunt's family. Nobody at home has the confidence to challenge the school, which staff are conscious of. Goes to school production every week without fail. Reduced timetable agreed with parents until Christmas."
HAR1544,Anish Pillai,M,10,10A,Lea,Mr A. Bhatti,2012-05-06,14.3,British Indian,Tamil,Yes - developing,No,SEN Support (K),SpLD - Dyslexia,5.5,13y 7m,Music,English Language,99.4,4,10,2,0,ok,False,False,"Anish Pillai has SpLD - Dyslexia and works with the SEN team most weeks. Reports are consistent: strong in Music, weak in English Language, average grade 5.5. 10 behaviour points and 2 detentions, all for the same three things. Attendance sits at 99.4% with no unauthorised absence. Lives with mum and a disabled younger brother in a one-bed with the living room as a bedroom. Money is tight and everyone in the house knows it. Talks about Arsenal constantly, in and out of lesson. Recently bereaved - lost his grandfather last year and it shows."
HAR1545,Sanjida Alam,F,10,10A,Lea,Mr A. Bhatti,2012-08-10,14.1,British Bangladeshi,Bengali,No,No,None,,5.7,13y 2m,Maths,English Literature,98.5,1,27,4,0,ok,False,False,"Sanjida Alam is a grafter. Nothing comes easily but she keeps showing up and keeps trying. Average of 5.7 across the board, with a big spread between Maths and English Literature. 27 behaviour points and 4 detentions, all for the same three things. Attendance 98.5% - never an issue. Home is in a flat with a lift that never works with mum, stepdad and a new baby. Goes to LGBTQ+ alliance every week without fail."
HAR1546,Bradley Sparrow,M,10,10A,Lea,Mr A. Bhatti,2012-05-02,14.3,White British,English,No,No,SEN Support (K),MLD - Moderate Learning Difficulty,1.7,10y 2m,English Literature,English Language,95.4,4,42,12,0,mixed,False,False,"Bradley Sparrow has MLD - Moderate Learning Difficulty and works with the SEN team most weeks. Currently 1.7 on average - on target in English Literature, a full two grades off in English Language. Reading age assessed at 10y 2m. Everything else follows from that. 42 points logged - low-level stuff: chatting, out of seat, phone on the desk. 95.4% attendance and always on time. At home it's aunt and uncle and five cousins, in a one-bed with the living room as a bedroom. The commute in is two buses and it shows in the punctuality data. Goes to table tennis every week without fail."
HAR1547,Jordan Nash,M,10,10A,Lea,Mr A. Bhatti,2011-12-22,14.7,White British,English,No,No,None,,7.8,16y 9m,Maths,English Language,85.3,6,7,0,0,good,True,False,"Jordan Nash is quietly brilliant - the sort of student who hands work in early and then asks for more. Sits on grade 7.8 overall. Teachers in Maths rate him highly, staff in English Language much less so. 7 behaviour points and no detentions. Staff use him as the example. Attendance 85.3% - persistently absent and now with the Education Welfare Officer. Lives on the Carpenters Estate with mum and three younger siblings. Known across the year for baking. Working with the school counsellor weekly."
HAR1548,Ardit Berisha,M,10,10A,Lea,Mr A. Bhatti,2012-07-23,14.1,White Other (Albanian),Albanian,Yes - fluent,No,None,,3.1,12y 5m,PE (GCSE),Media Studies,85.9,6,191,33,0,poor,True,False,"Ardit Berisha is bright enough to be doing well and chooses, daily, not to. PE (GCSE) is his best subject by a distance. Media Studies is the one his tutor has to chase every report. 191 points and 33 detentions. Walked out of Maths shouting ""this lesson is dead"" and slammed the door hard enough to crack the glass. Attendance 85.9% - persistently absent and now with the Education Welfare Officer. Lives in a terraced house shared with an aunt's family with both parents, both working in the family business. The family are on the phone to the office constantly - engaged, if a bit much. Known across the year for roller skating."
HAR1549,Jannatul Islam,F,10,10A,Lea,Mr A. Bhatti,2011-10-05,14.9,British Bangladeshi,Bengali,Yes - fluent,Yes,None,,5.4,13y 10m,Design & Technology,Art & Design,93.8,2,235,14,1,poor,False,False,"Jannatul Islam is the reason three departments have moved seating plans this year. Design & Technology is her best subject by a distance. Art & Design is the one her tutor has to chase every report. 235 behaviour points and 1 suspension. Refuses to accept a sanction from anyone she hasn't decided she likes. Attendance 93.8%, which the year team are keeping an eye on. At home it's mum, dad and grandad, in a one-bed with the living room as a bedroom. Spends every break on hairdressing. Referred to the borough's youth violence reduction team after being robbed for her phone on the way home."
HAR1550,Louise Butler,F,10,10A,Lea,Mr A. Bhatti,2011-10-12,14.9,White British,English,No,Yes,None,,4.1,12y 0m,English Language,English Literature,93.1,1,26,2,0,ok,False,False,"Louise Butler is a solid, steady student who does what's asked and not a great deal more. Reports are consistent: strong in English Language, weak in English Literature, average grade 4.1. 26 behaviour points and 2 detentions, all for the same three things. Attendance 93.1%. Punctuality is the bigger problem: 1 lates this term. Lives with mum, dad and four siblings in temporary accommodation. Older siblings came through Harford as well and staff remember the surname. One of the leaders in Warhammer club; it's the one place she's consistently brilliant."
HAR1551,Chiamaka Afolabi,F,10,10A,Lea,Mr A. Bhatti,2012-08-13,14.1,Black African (Nigerian),Edo,No,No,None,,4.7,13y 7m,Maths,English Literature,96.1,4,89,8,0,mixed,False,False,"Chiamaka Afolabi is reliable in lessons she likes and drifts badly in the ones she doesn't. Working at grade 4.7 on average, with Maths the clear strength and English Literature the obvious weak spot. 89 behaviour points, mostly talking, phones and being late to period one. Attendance sits at 96.1% with no unauthorised absence. Lives on the Manor Park end with mum, dad and four siblings, in a two-bed flat. Supportive at home, but stretched thin. Spends every break on 3D printing."
HAR1552,Tasnim Aktar,F,10,10A,Lea,Mr A. Bhatti,2012-01-20,14.6,British Bangladeshi,Bengali,No,No,None,,4.6,13y 2m,English Language,Combined Science,100.0,0,27,1,0,ok,False,False,"Tasnim Aktar is a grafter. Nothing comes easily but she keeps showing up and keeps trying. Average of 4.6 across the board, with a big spread between English Language and Combined Science. 27 points. Nothing serious, but the pattern is talking over staff and refusing to move seats. Attendance sits at 100.0% with no unauthorised absence. Lives with aunt and uncle and five cousins in a one-bed with the living room as a bedroom. The commute in is two buses and it shows in the punctuality data. One of the leaders in chess club; it's the one place she's consistently brilliant."
HAR1553,Alexandru Popescu,M,10,10A,Lea,Mr A. Bhatti,2012-03-09,14.5,White Other (Romanian),Romanian,Yes - fluent,Yes,None,,5.6,14y 7m,Combined Science,English Literature,93.3,1,23,2,0,ok,False,False,"Alexandru Popescu is a decent worker who gets by on effort more than natural ability. Sits on grade 5.6 overall. Teachers in Combined Science rate him highly, staff in English Literature much less so. 23 behaviour points, mostly talking, phones and being late to period one. 93.3% attendance - enough to trigger a letter home but not a fine. Lives on the estate off Barking Road with an uncle who is also his named carer. One of the leaders in peer mentoring; it's the one place he's consistently brilliant."
HAR1554,Lacey Gallagher,F,10,10A,Lea,Mr A. Bhatti,2012-02-12,14.6,White British,English,No,No,None,,6.5,14y 10m,English Language,Maths,94.7,3,90,12,0,mixed,False,False,"Lacey Gallagher is one of the strongest students in Year 10, and staff talk about her as a genuine top-set kid. Currently 6.5 on average - on target in English Language, a full two grades off in Maths. 90 points logged - low-level stuff: chatting, out of seat, phone on the desk. Attendance has slipped to 94.7% and there's a pattern of Monday mornings. Home is in a maisonette off the high street with grandmother as main carer. Spends every break on baking."
HAR1555,Abdi Jama,M,10,10A,Lea,Mr A. Bhatti,2011-12-16,14.7,Black African (Somali),Somali,No,No,None,,4.0,13y 11m,Combined Science,Business Studies,94.4,0,16,2,0,ok,False,False,"Abdi Jama is a solid, steady student who does what's asked and not a great deal more. Sits on grade 4.0 overall. Teachers in Combined Science rate him highly, staff in Business Studies much less so. 16 points logged - low-level stuff: chatting, out of seat, phone on the desk. Attendance has slipped to 94.4% and there's a pattern of Monday mornings. Lives on the Manor Park end with both parents and twin sisters, in a one-bed with the living room as a bedroom. Spends every break on Arsenal."
HAR1556,Simisola Nwosu,F,10,10A,Lea,Mr A. Bhatti,2012-08-18,14.0,Black African (Nigerian),Nigerian Pidgin,No,No,None,,8.0,15y 10m,English Language,English Literature,88.9,18,6,0,0,good,True,False,"Simisola Nwosu is one of those students who makes a lesson easier just by being in it. Average working grade 8.0. English Language is well above the rest; English Literature is dragging the profile down. 6 behaviour points, which for this school is nothing at all. Attendance has slipped to 88.9% and there's a pattern of Monday mornings. Lives in a one-bed with the living room as a bedroom with aunt and uncle and five cousins. Parents' evening attendance is patchy, and it's shift work rather than a lack of interest. Talks about Afrobeats constantly, in and out of lesson."
HAR1557,Yalini Rajendran,F,10,10A,Lea,Mr A. Bhatti,2012-01-04,14.7,Asian Other (Sri Lankan Tamil),Tamil,No,No,None,,2.0,11y 2m,Media Studies,English Language,92.6,2,204,18,0,poor,False,False,"Yalini Rajendran has a temper that goes from nought to shouting in about four seconds. Reports are consistent: strong in Media Studies, weak in English Language, average grade 2.0. Reading age assessed at 11y 2m. Everything else follows from that. 204 points, 18 detentions and 0 fixed-term suspensions. Last one was for calling a member of SLT a bitch in front of a Year 7 class. Attendance has slipped to 92.6% and there's a pattern of Monday mornings. Lives on the flats behind the Roman Road with mum, stepdad and a new baby. Money is tight and everyone in the house knows it. Would rather be at gospel choir than in any lesson and says so openly."
HAR1558,Nusrat Ahmed,F,10,10A,Lea,Mr A. Bhatti,2012-03-10,14.5,British Bangladeshi,Sylheti,No,Yes,None,,8.0,16y 5m,English Literature,English Language,90.8,20,1,0,0,good,False,False,"Nusrat Ahmed reads well above her age and has an answer for everything, usually the right one. Average of 8.0 across the board, with a big spread between English Literature and English Language. 1 points logged, every one of them for uniform or equipment rather than conduct. Attendance 90.8%. Punctuality is the bigger problem: 20 lates this term. Lives with mum and her partner in temporary accommodation. Money is tight and everyone in the house knows it. One of the leaders in Islamic Society lunchtime prayer; it's the one place she's consistently brilliant."
HAR1559,Hasibur Ahmed,M,10,10A,Lea,Mr A. Bhatti,2012-07-24,14.1,British Bangladeshi,Bengali,Yes - fluent,Yes,None,,4.7,13y 10m,History,Maths,97.3,2,2,0,0,good,False,False,"Hasibur Ahmed is the definition of middle of the road - never in trouble, never top of the class. Sits on grade 4.7 overall. Teachers in History rate him highly, staff in Maths much less so. 2 behaviour points and no detentions. Staff use him as the example. Attendance 97.3%. The only absences are medical and always covered by a note. Home is in a two-bed flat with mum, dad and grandad. The commute in is two buses and it shows in the punctuality data. Would rather be at chess club than in any lesson and says so openly."
